,user_a,user_b
5349,bạn có yêu ai chưa ?,Ừ thì rồi
5350,X + 1 = 2 thì Y = mấy ?,Tao đố ngược lại mày đấy
5351,"Nếu 1 = 5, 2 = 10 vậy nhiệt lượng mặt trời bao nhiêu?",Hỏi chúa
5352,Hình tròn có 4 góc vuông là hình gì?,?
5353,Cách tính diện tích tam giác có 4 cạnh bằng nhau ?,mày khùng rồi
5354,Trái đất tròn hay méo?,Trái đất là hình elip mà
5355,Đi chơi không?,Không
5356,Chơi game không?,Không
5357,Qua tao chơi,Đợi xíu qua liền
5358,Đà Lạt không?,Đi liền
5359,thích tiền hông?,có
5360,vào động thỏ để kiếm liêm sỉ không nè?,vào rồi
5361,thành phố nào vừa đi đã mỏi?,đà lạt
5362,300k đi không?,không
5363,chiều nay đi ăn tất niên không?,đi
5364,chừng nào mày rảnh?,nào cũng rảnh
5365,cho t mượn 10 triệu được không?,được
5366,thích tiền hông?,đương nhiên là có rồi
5367,vào động thỏ để kiếm liêm sỉ không nè?,hỏi gì v cha?
5368,có bị điên không?,không
5369,meo mẻo mèo meo?,cút
5370,300k đi không?,cút
5371,chiều nay đi ăn tất niên không?,thứ 6 tuần sau
5372,chừng nào mày rảnh?,ngày nào cũng rãnh
5373,cho t mượn 10 triệu được không?,đương nhiên là không rồi
5374,Đánh nhau không?,zo
5375,Giờ như nào?,Như răng khểnh
5376,À thế sao mà à?,Ờ
5377,Mày ngu thế?,Do mày nghĩ thế thôi
5378,tối qua chơi game thế nào?,thua toàn hack
5379,hôm qua đi vui chứ?,không em
5380,xem này em,vãi hàng!
5381,tôi đói quá,bánh mì không em?
5382,Chào anh Hải Đăng,cút ngay thằng hề!
5383,Đi ăn không?,Ở đâu?
5384,Giảm cân đi?,"Không thích, làm gì nhau?"
5385,Ăn nhiều nhỉ?,Kệ tui...
5386,Đi Đà Lạt chơi?,Thích thì đi mà không thích thì đi
5387,Đi Đà Lạt dễ bị cắm sừng?,Thôi ở nhà.
5388,Cắm sừng ai đừng cắm sừng tao?,Thế cơ á.
5389,Ê đánh nhau đi?,"Tao, đàn em của Tài chó điên, một mình tao chấp hết."
5390,Bắn bi nhé?,Chơi banh đũa đê.
5391,Chạy xe có bốc đầu không?,"Không,bị hốt đi bộ về."
5392,sao chơi game ngu thế,thích
5393,có qua môn không?,Có
5394,Học ngành IT có sướng không?,không
5395,Ra trường làm gì?,dev
5396,Bồ cũ mày có bồ mới hả?,"Kệ nó, không quan tâm"
5397,Tao Nên mua laptop hãng nào?,Nên mua Apple
5398,Nhớ người yêu cũ không?,"Nhớ :""<"
5399,Mày bị cấm thi môn Web hả?,Đúng rồi :)))
5400,Hôm nay muốn ăn gì?,Gì cũng được
5401,vui hong,khum
5402,nói gì đi,khum
5403,nói nữa đê,khum
5404,hôm nay ăn gì?,chưa ăn gì.
5405,làm điếu không em?,chơi anh luôn.
5406,dạo này khỏe không?,dạo này hơi gầy.
5407,dạo này có gì mới?,hôm bữa mới có job.
5408,Happy or sad?,angry
5409,Money or love?,Both
5410,Safe or challenge?,Challenge
5411,net không? tao bao,thích quất đừng hỏi
5412,Mày có rảnh không?,Không rảnh tí nào cả
5413,Em có bận không?,Bận tối mắt tối mũi
5414,Nhà mày có việc gì à?,Nhà bao việc
5415,Bạn có người yêu chưa?,Chưa có nha. Mình đang còn sợ ế đây này
5416,Mày làm xong bài tập chưa?,Chưa xong. Xong tao gửi.
5417,Đi đá banh với tao không?,Mấy giờ?
5418,Đi net không?,Ui giờ đi thì đi sợ gì
5419,Solo Susan 0175 với mình không?,Nhào vô kiếm sẹo
5420,"Đi ăn , uống , đi chơi , đi nhậu với bạn bè có hay trốn về để khỏi phải trả tiền hay không ?",Tất nhiên là không
5421,Tại sao mày ngu thế?,Tại vì tao là bồ của em gái mày.
5422,Tại sao mày trả lời tao?,Vì mày đang hỏi tao.
5423,Cậu thích em tới à ?,Đúng rồi.
5424,Tối nay đi cà phê cùng em tớ không?,OK nhé.
5425,Cậu thích ăn bánh bao à ?,Vì bánh bao ngon như cậu ý.
5426,Cậu yêu tớ không?,Không nha dỗi rồi.
5427,Tại sao mày ngu thế?,Tại vì tao là bồ của em gái mày.
5428,Tại sao mày trả lời tao?,Vì mày đang hỏi tao.
5429,Cậu thích em tới à ?,Đúng rồi.
5430,Tối nay đi cà phê cùng em tớ không?,OK nhé.
5431,Cậu thích ăn bánh bao à ?,Vì bánh bao ngon như cậu ý.
5432,Cậu yêu tớ không?,Không nha dỗi rồi.
5433,Mày lùn quá,"Kệ tao, chắc mày cao"
5434,Tao đẹp trai hơn mày,"Ok, you win"
5435,Hẹn hò không?,Tao không thích mối quan hệ đồng tính
5436,Hôm nay ngày mấy vậy?,Đi coi lịch đi hỏi tao làm gì
5437,Mày có thích thằng Tom không?,"Không, bệnh hoạn"
5438,Bạn có thích mình không?,tao cóq người yêu rồi
5439,Bạn vui tính quá!,tao từng đi đóng hài mà
5440,Bạn có muốn đi chơi với mình không?,không bạn ơi
5441,SIMP,thanks
5442,Bạn có muốn có bồ liền không?,"tao có rồi, có mày chưa có"
5443,Ê,Gì ?
5444,Cúp học không ?,Thôi. Thầy Cường khó lắm
5445,Thầy Cường dễ không ?,Cũng dễ
5446,Làm gì đó ?,Ăn cơm
5447,Ăn cơm chưa ?,Hỏi chi
5448,Mai học không ?,Không
5449,Rảnh không ?,Chi
5450,Game đi ?,Đợi xíu
5451,Đi ăn vặc ?,Qua chở đi
5452,Bạn có thích mình không?,tao có người yêu rồi
5453,Bạn vui tính quá!,tao từng đi đóng hài mà
5454,Bạn có muốn đi chơi với mình không?,không bạn ơi
5455,SIMP,thanks
5456,Bạn có muốn có bồ liền không?,"tao có rồi, có mày chưa có"
5457,16 dằn hay rút?,"dằn thì nói mình dơ, mà rút lỡ quác nó nói mình ngu"
5458,Ăn cơm chưa?,Rồi
5459,Đánh bida không bạn?,"Thôi, mất công dọn bàn nữa"
5460,Bạn bảnh không?,Bảnh như anh Khá
5461,Đố bạn thằng mà hay đi ăn cắp rang người ta gọi nó là gì?,Đạo hàm
5462,Tại sao mấy đứa học sinh rất sợ cô giáo?,Tại cô có số má
5463,"2 lá, 16 tuổi nên dằn hay rút?",Theo mình là dằn dơ
5464,Làm vài chai không?,Chai nước thì làm
5465,"Trong lớp, bạn muốn đấm ai nhất?",Bạch Mai
5466,Xin bí quyết cua gái đi bạn ơi?,Hét to: “ Mình thích bạn gì đó” trước trường
5467,"Sáng sớm bước ra khỏi nha, va vào viên đá vấp vào tim ai?",Tim Long
5468,Cãi nhau với người yêu thì bị gì?,Bị ăn đập!
5469,có tiền không mà đòi chơi với tôi?,có 20k.
5470,đi cà phê không?,hết tiền.
5471,mua đồ tết không?,"Không, nghỉ tết xong là thi giữa kỳ rồi."
5472,Quánh bida không?,"Chấp trước 10 điểm, quánh 50 điểm ?"
5473,Bạn bảnh thì bước ra bặc co?,không đủ tuổi
5474,Bạn có muốn tặng bạn gái cho mình không?,chừng nào mình kiếm được Thị Nỡ đi rồi mình tặng bạn luôn nha.
5475,Bạn có muốn tặng bạn trai cho mình không?,muốn lắm
5476,Hôm nay trời có mưa thì bạn có muốn đi học không?,Có
5477,Mai có làm Long xao xuyên chứ ?,"Thui, nhìn Mai mà Long thấy yêu Híu hơn :D"
5478,Ngủ có mặc đồ không ?,Lúc có lúc không
5479,Mày có đẹp không ?,Tất nhiên là có rồi
5480,Mày có người yêu chưa ?,Có rồi
5481,Ngủ có mặc đồ không ?,Lúc có lúc không
5482,Mày có đẹp không ?,Tất nhiên là có rồi
5483,Mày có người yêu chưa ?,Có rồi
5484,Ngủ có mặc đồ không ?,Lúc có lúc không
5485,Mày có đẹp không ?,Tất nhiên là có rồi
5486,Mày có người yêu chưa ?,Có rồi
5487,Em ăn cơm chưa ?,Chưa
5488,thích tao hông ?,Chọc cười tao hả
5489,Hey,Hey
5490,Đổi bồ không?,Mày có bồ à ?
5491,Đầu cắt moi,là mày
5492,Rãnh không quánh bài mày?,Dô
5493,Ra café chơi m?,Ai rãnh
5494,Thầy m cho bài tập nhiều không?,nhiều
5495,Còn tiền không cho mượn 50 triệu?,không
5496,Hôm qua đi giật đồ hã mày?,ừ
5497,Dô đánh cờ mày?,Chơi
5498,Không dô thích dách?,Dách
5499,Đi cua gái không mày?,Đi
5500,Đi nhảy cầu không mày ?,đi
5501,Tại sao mày ngu thế?,Tại vì tao là bồ của em gái mày.
5502,Tại sao mày trả lời tao?,Vì mày đang hỏi tao.
5503,Cậu thích em tới à ?,Đúng rồi.
5504,Tối nay đi cà phê cùng em tớ không?,OK nhé.
5505,Cậu thích ăn bánh bao à ?,Vì bánh bao ngon như cậu ý.
5506,Cậu yêu tớ không?,Không lêu lêu.
5507,thích ăn cơm không?,có
5508,ăn cơm chưa?,co
5509,ê có rảnh không?,có
5510,làm gì vậy ?,có
5511,có rảnh không?,không
5512,Ăn cơm chưa mày?,Mới ăn hồi trưa
5513,Nay có đi đâu chơi không?,Ở nhà à
5514,Bồ mày sao rồi?,Hỏi làm cái lol gì
5515,Nay đi với ai?,Hỏi chi vậy?
5516,Mua đồ hết bao nhiêu tiền rồi?,Tầm 7 củ
5517,Đi chơi vui không?,Nhạt
5518,Đi nhiều nơi không?,Nhiều
5519,M có muốn mua thêm 1 số cái áo 1tr4 không?,Ngại gì mà không
5520,Mày có sẵn sàng tặng tao cái áo 2tr hỗm không?,Nếu bạn tặng tui cái ai drew thì tui sẵn sàng tặng bạn bất cứ cái áo nào 2tr
5521,Điểm khác biệt của tao với mày ?,"Tao có bồ, mày thì không"
5522,Mày hề đó,Tao chúa hề mà
5523,?,?
5524,Tao đẹp trai không ?,Tao không muốn mày buồn
5525,Ê,"tao có rồi, đừng có gạ"
5526,quê ở đâu ?,sài gòn
5527,xa không ?,không
5528,đặc sản là gì ?,khô cá
5529,về bao nhiêu tiếng ?,5 tiếng
5530,có nơi để tham quan không ?,có
5531,quê mày ở đâu?,Vũng Tàu
5532,ở Vũng Tàu đó có món gì ngon không?,bánh khọt
5533,mày về quê mất bao lâu?,3 tiếng
5534,có thích về quê không,có
5535,quê cách TP.HCM bao xa,150 km
5536,Quê ở đâu?,Sóc Trăng
5537,Đi bao lâu đến?,5 tiếng
5538,Có gì chơi không?,Có đầy
5539,Đặc sản là gì?,Bánh pía
5540,Có thường về quê không?,Được nghỉ thì về
5541,Bạn quê ở đâu?,Quảng Nam.
5542,Quê bạn có những nơi nào để tham quan không?,Phố cổ Hội An
5543,Quê bạn cách Sài Gòn khoảng bao lâu?,Đi máy bay tầm 1 tiếng
5544,Gia đình bạn có mấy người?,5 người
5545,Bạn có thường xuyên về quê không?,Không
5546,Bao lâu rồi bạn chưa về quê?,8 tháng
5547,Bạn có nhớ quê không?,Có
5548,Bạn có dự định về quê vào sắp tới không?,Có
5549,Quê bạn có đặc sản gì?,Mỳ quảng
5550,Bạn có biết chế biến nó không?,Biết
5551,quê ở đâu?,Tiền Giang
5552,nhớ nhà không?,nhớ chứ
5553,quê cậu chắc đẹp lắm,tất nhiên rồi
5554,cậu về quê bằng gì?,bằng xe máy
5555,quê cậu có gì?,có bánh tráng
5556,Quê mày ở đâu?,Đà Lạt
5557,Có đặc sản gì không?,"Dâu, mứt, rượu vang, khí hậu, ..."
5558,Có gì vui không?,"Có các địa điểm du lịch, hồ Xuân Hương, chợ đêm, ăn vặt đường phố"
5559,Sài Gòn lên bao lâu?,7 tiếng
5560,Gia đình mày ở đó à?,Ngoại trừ tao ra thì cả nhà ở đó.
5561,Bà con mày đông không?,"Một ít, đa số ở quê gốc."
5562,Khi nào mày về quê?,Tết tao về
5563,Khi nào xuống lại mua tao ít dâu được không?,Được chứ
5564,quê ở đâu?,thành phố Hồ Chí Minh
5565,có hay về quê chơi không?,1 năm 2 lần
5566,có yêu quê hương không?,tất nhiên rồi
5567,có hay về quê chơi không?,Tết nào cũng về
5568,quê đẹp không?,đẹp
5569,quê đâu?,Cà mau
5570,có đặc sản gì?,của
5571,về quê hết bao nhiêu tiếng?,7 tiếng
5572,quê có gì hay?,Đất Mũi
5573,có yêu quê không?,có
5574,quê bạn ở đâu ?,quê mình ở Tiền Giang
5575,quê bạn có gì hay?,quê mình gần biển
5576,quê bạn có đặc sản gì?,đặc sản quê mình có vú sữa lò rèn
5577,quê bạn bao xa?,từ đây về Tiền Giang đi mất 64km
5578,hiện tại người thân nào của bạn ở quê?,hiện tại ở quê có cậu với mợ mình
5579,bạn có thương quê hương mình không?,có mình rất nhớ quê năm nào cũng muốn về
5580,em nhà ở đâu á ?,ở mỹ tho
5581,đặc sản nào ngon nhất ?,gì cũng ngon
5582,từ sài gòn tới quê mày bao xa ?,200 cây số
5583,quê mày hay lụt không ?,mọi năm
5584,quê mày thích ăn ngọt hay ăn mặn ?,ăn ngọt
5585,quê ở đâu?,hà nội
5586,có gì hay?,bún đậu
5587,xa không?,khá xa
5588,có yêu quê không?,có yêu
5589,ba mẹ ở dưới hả?,ừ
5590,Êu Lợi Tết mày có về quê không ?,Tao không
5591,"Ủa sao vậy, mà Quê mày ở đâu ?",Quê tao ở Bến Tre
5592,Có đặc sản gì ngon không ?,Mày nghe kẹo dừa Bến Tre chưa ?
5593,Rồi ở quê mày còn ai không ?,Quê tao có ông bà
5594,Nhớ quê không mày ?,Nhớ chứ
5595,Quê mày ở đâu?,Sài Gòn
5596,Mày là người gốc gì?,Gốc Nam
5597,Mày sinh sống ở quê mày bao lâu?,Từ 1800
5598,Mày thích quê mày chứ?,Tất nhiên
5599,Mày rời xa quê mày không?,Tao nghĩ là có thể
5600,Quê mày có gì đẹp?,Nhiều địa điểm du lịch
5601,Mày muốn đi học xa quê?,Vì quê hương sau này
5602,Có đặc sản gì ở quê mày?,Đủ loại
5603,Bạn bè mày đều ở quê?,Không hẳn
5604,Quê hương mày có bài hát gì?,Nhiều lắm
5605,quê mày ở đâu?,Tiền Giang
5606,quê mày cách đây bao xa?,Tầm 100km
5607,đặc sản ở quê mày?,hủ tiếu Mỹ Tho
5608,ở quê có những ai ?,"ông nội, bà nội và mấy chú"
5609,quê mày có gì hay không?,địa đạo trong khu di tích
5610,quê bạn ở đâu?,hưng yên
5611,xa nhỉ,"uhm, cũng xa"
5612,quê bạn có đặc sản gì?,nhãn lồng
5613,quê có gần hà nội không?,cách 50 km.
5614,quê chắc lạnh lắm nhỉ?,13 độ C rất lạnh.
5615,quê ở đâu?,sài gòn.
5616,nghĩ sao về sài gòn?,là một nơi đáng sống.
5617,sài gòn có gì vui không?,rất nhiều.
5618,nhà cách trung tâm bao nhiêu phút?,tầm 20 phút chạy xe.
5619,sài gòn hay là một nơi khác?,"sài gòn, tất nhiên rồi."
5620,quê bạn ở đâu?,ở vĩnh long
5621,có đẹp không ?,là 1 trong 7 kì quan thế giới
5622,có đặt sản gì ?,"bánh ú, cam sành, quả thanh trà,..."
5623,ách đây bao xa ?,khoảng 132 km
5624,tết có thường về quê không ?,năm nào cũng về
5625,thành phố hay dưới quê thích đâu hơn ?,thích quê hơn
5626,vì sao ?,"không khí mát mẻ, cây nhà lá vườn"
5627,Bạn sinh ra ở đâu?,"Cầu KÈ, Trà Vinh"
5628,Ở đó có gì ngon không?,dừa sáp
5629,Bạn có bạn thân ở quê không?,rất nhiều
5630,Bạn có yêu quê hương mình không?,Chắc chắn
5631,Tết này bạn có về quê không?,Có
5632,Quê bạn còn nhiều loại đặt sản nào khác không?,"bánh canh, bánh tét,...."
5633,quê mày ở đâu,An Giang
5634,quê mày có chỗ nào chơi,thất sơn bảy núi chấn giữ linh hồn lang thang
5635,đặc sản quê mày là gì,thốt nốt với mắm
5636,dưới mát hông,mát chứ cây từa lưa
5637,chỗ mày ở về quê bao xa,tầm 172km à
5638,quê mày ở đâu?,bình dương.
5639,gần đây không?,gần.
5640,cách bao xa?,30 cây.
5641,ở trọ hay đi về?,đi về.
5642,quê ở đâu?,Củ Chi
5643,có gì hay?,"người dân vui tính, hiếu khách"
5644,đặc sản?,Củ Mì
5645,bao xa?,53km
5646,nhà có mấy người?,4
5647,bạn bè ở quê nhiều không?,không
5648,yêu quê không?,có
5649,hay gặp bạn bè không?,không
5650,thích gì ở quê nhất?,nhà mình
5651,học xong ở lại hay về?,chưa rõ
5652,học xong đi làm hay học tiếp?,đi làm
5653,quê ở đâu?,thành phố Hồ Chí Minh
5654,có đặc sản gì?,không có đặc sản gì
5655,một số địa điểm vui chơi?,"Đầm Sen, Suối Tiên, Đại Nam, phố đi bộ, Aeon..."
5656,bao lâu về thăm nội ngoại một lần?,mỗi cuối tuần
5657,có phong cảnh thiên nhiên nào nổi bật không?,không có
5658,ấn tượng của người lần đầu đến đây là về cái gì?,sự hiện đại của thành phố và sự vội vàng của người dân
5659,điều gì giữ chân được các du khách khi đến đây?,có nhiều cơ hội học tập và làm việc và sự nhiệt tình của người dân
5660,Quê mày có gì ngon không?,Cà phê nè.
5661,Từ nhà mày đến Sài Gòn đi xe khách lâu không?,Khoảng 8 tiếng á.
5662,Chỗ nào đẹp nhất ở quê mày?,Bảo tàng cà phê.
5663,Mày có nhiều bạn ở quê không?,Tao cũng có một số người bạn chơi từ hồi cấp 3 tới giờ.
